id,cur_depth_id,cur_hand_id,cur_hand_weight,data_dir,label,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,now_timegap
1661,15,13,80,05_23_03:33:18,0,-358.80487,60.23845,35.279175,21.322079,19.061293,4.8508363,3.6442325,-8.916596,-2.625197,0.42832106,-5.98911,-0.6642023,-6.681737,0.5
1662,18,15,65.4,05_23_03:33:18,0,-344.7521,66.89995,36.904305,17.46318,12.8934,-9.167997,-0.04687786,-8.676594,-5.51258,3.113427,-0.14219439,1.715617,-2.9004002,0.6
1663,21,18,57.1,05_23_03:33:18,0,-363.44165,74.66133,40.423756,17.734383,9.884126,-1.7840972,-1.2264737,-5.858449,-0.20872074,8.626619,-0.34805095,-3.9506996,-3.481537,0.7
1664,24,20,56.8,05_23_03:33:18,0,-324.98825,56.318584,32.592754,20.087105,3.7087402,-2.081276,5.8077874,-11.736909,-5.923398,7.4412074,2.3589916,3.8119202,-0.459737,0.8
1665,27,23,84.1,05_23_03:33:18,0,-335.77548,46.182182,27.844942,27.599106,3.3931766,-6.5096674,14.871372,3.0585923,4.753547,7.068366,-3.7234159,-0.13664025,-3.126624,0.9
1666,30,25,68.6,05_23_03:33:18,0,-355.5553,46.303066,25.7613,33.503365,14.995714,2.2120128,18.038868,-9.125304,1.1849746,5.421179,-2.224135,1.965374,-1.9643309,1
1667,33,28,56.8,05_23_03:33:18,0,-353.8017,67.26657,31.827957,34.238487,15.150448,-3.602756,11.159632,-7.437113,-5.6981726,2.575461,-3.7015855,-3.0371623,-6.0860443,1.1
1668,36,30,76.5,05_23_03:33:18,0,-324.24414,55.435333,15.248303,22.590332,9.629805,-10.743868,16.097725,4.2364683,3.015317,-2.2066374,-11.0367,-6.1553392,-0.057777047,1.2
1669,39,33,74.7,05_23_03:33:18,0,-331.00348,68.37916,18.322472,21.434105,8.90061,-0.8526524,14.584705,4.097468,0.10557747,3.4810686,-14.660989,-7.858716,-4.4730234,1.3
1670,42,35,88.1,05_23_03:33:18,0,-333.07196,81.9285,11.531591,38.247917,16.384283,-16.957943,11.146164,-4.285224,2.4824643,10.976063,-13.2992115,-12.572868,2.2293315,1.4
1671,45,38,69.1,05_23_03:33:18,0,-338.5914,82.2888,12.827198,39.25116,21.877058,-2.6562562,13.944001,-4.6962442,-2.8083043,7.6392245,-15.773216,-9.263849,-4.6932316,1.5
1672,48,40,33.2,05_23_03:33:18,0,-326.33054,86.21075,21.070927,17.522911,5.1034746,5.5427017,16.653336,-5.559494,-2.8584585,9.3049,-1.5321397,-13.32807,-13.676823,1.6
1673,51,43,76.1,05_23_03:33:18,0,-329.5771,89.83561,13.86978,22.654053,10.18933,3.4137545,22.45766,-1.354013,1.139377,3.807485,-6.6145535,-3.4980817,-6.4664264,1.7
1674,54,45,62.1,05_23_03:33:18,0,-329.36996,86.991905,11.754762,29.995462,9.361089,-3.885055,19.560959,-0.9741694,0.99235225,5.7782764,-10.592476,-13.856397,-10.056781,1.8
1675,57,48,72.3,05_23_03:33:18,0,-334.5378,82.86839,13.889901,31.752348,8.857687,2.1075587,21.087791,-8.76156,0.22377193,6.9372435,-3.3572545,-0.044962108,-4.90746,1.9
1676,60,50,47.1,05_23_03:33:18,0,-313.5624,54.420387,24.914333,32.470848,1.665704,7.362664,12.560862,-3.8993287,-6.5438185,7.799589,-2.9072762,-12.081235,-15.467943,2
1677,63,53,90.8,05_23_03:33:18,0,-313.25793,53.023087,28.8088,29.859053,6.581889,3.6689696,10.475556,-2.8741477,-9.010795,3.0998335,-2.2871437,-11.2673435,-8.455732,2.1
1678,66,55,57.3,05_23_03:33:18,0,-322.12567,54.402954,30.868294,36.396774,1.4221562,3.5574985,15.941288,2.4846365,-9.707369,4.5452065,-4.0503516,-9.18649,-11.093475,2.2
1679,69,58,67.2,05_23_03:33:18,0,-316.10162,38.436367,12.997288,46.860863,-2.2035084,7.762731,16.108,1.2747425,-14.258539,4.911606,1.5226334,0.25836426,-13.562315,2.3
1680,72,60,84.2,05_23_03:33:18,0,-301.7001,56.40739,12.797808,21.813828,4.890667,8.6520195,14.509507,-4.4301815,-10.762684,6.0238085,-1.454441,-4.271558,1.2451565,2.4
1681,75,63,34.2,05_23_03:33:18,0,-299.8161,53.09674,9.74183,34.60025,-5.392286,6.4409585,22.065039,1.4043835,-7.0582504,8.369498,-2.7866316,-11.657679,-12.759846,2.5
1682,78,65,75.7,05_23_03:33:18,0,-308.56195,41.526627,16.450027,35.365993,-9.417899,-0.6353798,12.937578,-5.3327713,-9.240446,7.271455,1.492064,-8.058601,-12.667866,2.6
1683,81,68,54.4,05_23_03:33:18,0,-321.47977,58.98492,13.521018,45.893806,5.890173,6.8733234,9.723568,-6.8962193,-9.758776,15.30783,8.521511,-3.4519844,-2.415915,2.7
1684,84,70,78.4,05_23_03:33:18,0,-309.56058,57.33001,8.255791,23.710537,-2.9099183,3.7405825,10.066463,-7.397719,-7.168762,7.1546755,0.03268847,1.0360763,-3.46347,2.8
1685,87,73,83.8,05_23_03:33:18,0,-328.84207,65.53669,15.9727745,26.186056,10.357918,0.96553504,15.396915,-5.3695,-4.528619,13.742371,-7.0292563,0.4897502,-2.3263984,2.9
1686,90,75,66.5,05_23_03:33:18,0,-326.34735,46.082672,35.886665,29.172352,14.049055,-0.11450839,12.621882,-19.521076,-12.793865,11.3903675,-10.281757,6.5159206,-10.986048,3
1687,93,78,69.8,05_23_03:33:18,0,-335.96198,49.447838,24.125587,46.843784,3.2954533,-3.8516154,17.91272,-18.07803,-0.7748878,4.0459175,-2.5802555,3.676592,-13.740246,3.1
1688,96,80,57.8,05_23_03:33:18,0,-303.74002,46.701294,28.86747,21.969913,13.353376,11.440328,1.2658715,-16.742035,-13.006172,15.059049,2.053753,0.70224905,-9.465403,3.2
1689,99,83,74.3,05_23_03:33:18,0,-309.39127,26.715527,40.111736,21.59187,7.6849756,11.694899,0.47043246,-6.285551,-12.567923,9.973696,-7.825986,11.003571,-4.2617035,3.3
1690,102,85,78.4,05_23_03:33:18,0,-310.95786,53.699265,24.491804,33.824837,11.255648,2.9241927,8.883112,-11.678965,-11.824927,9.762077,-6.6073294,3.225488,-13.699497,3.4
1691,105,88,98.1,05_23_03:33:18,0,-357.21817,79.25943,18.768784,32.100983,9.124981,0.73824483,8.934902,-8.290304,-2.6933634,0.622952,-5.366997,-0.35397282,-10.228565,3.5
1692,108,90,52,05_23_03:33:18,0,-317.34528,57.16629,16.591843,43.502266,9.301292,-7.5794687,15.25448,-16.711319,-1.514697,3.1543784,0.050799847,-1.6211822,-11.182938,3.6
1693,111,93,49.2,05_23_03:33:18,0,-322.6379,58.691227,12.121296,40.7151,19.06633,-7.801177,24.142162,-6.902962,-7.6751776,4.2265453,0.07860935,4.4077883,-14.091215,3.7
1694,114,95,102.4,05_23_03:33:18,0,-341.262,68.40918,23.584175,42.612427,4.6553555,-4.8319545,15.701063,-9.527857,-3.1621985,13.101528,0.78045565,-10.174205,-13.859841,3.8
1695,117,98,69.7,05_23_03:33:18,0,-314.66492,40.224323,15.663743,61.018764,5.5887775,-0.30246592,17.150574,2.0250187,-10.125156,5.6863446,-4.8818603,0.874363,-7.7460265,3.9
1696,120,100,47.1,05_23_03:33:18,0,-308.45245,60.150074,14.14234,26.739925,3.4167635,-2.7278566,14.727522,1.4338391,-10.674338,8.075372,2.9047203,-1.0546618,-4.1955757,4
1697,123,103,99.4,05_23_03:33:18,0,-316.9481,67.1698,2.7937646,27.918083,-3.4766905,-2.6659763,25.224358,6.5954075,6.532013,10.943106,6.0443344,-5.590208,-12.124134,4.1
1698,126,105,62.6,05_23_03:33:18,0,-335.07156,64.575676,8.0835,34.880013,11.216461,-2.6612372,13.669193,3.4351451,-3.9802744,6.632224,3.8317266,-3.889883,-8.08773,4.2
1699,129,108,88.7,05_23_03:33:18,0,-350.18628,72.18564,21.480513,36.1455,8.677185,-2.4206548,4.268706,-0.1272971,-6.381571,8.529055,7.29898,-5.965498,-5.8756666,4.3
1700,132,110,47.5,05_23_03:33:18,0,-316.91888,76.24472,12.593271,20.91192,5.7591586,-2.7623627,13.26867,1.1121745,-1.904896,5.9350514,-8.3715515,-0.25650176,-9.711686,4.4
1701,135,113,72.3,05_23_03:33:18,0,-332.52087,65.25909,14.055009,22.623333,4.258054,-5.731337,16.430021,2.0623872,-1.7028873,2.924943,-3.9503903,-6.847245,-7.0250173,4.5
1702,138,115,65,05_23_03:33:18,0,-332.09732,63.819702,14.816817,30.038197,1.0539548,-8.362256,18.462276,-0.41609514,-4.172616,6.3347797,-7.012361,-8.388319,-7.081909,4.6
1703,141,118,85.8,05_23_03:33:18,0,-344.393,76.812996,7.1690516,18.279747,16.891338,-8.990929,5.0381613,-5.4220424,4.2528086,7.4781585,-13.631643,-7.8288474,-6.4249983,4.7
1704,144,120,60.4,05_23_03:33:18,0,-328.81616,73.44206,14.497946,14.087606,16.592152,8.74803,8.23974,-8.999827,-11.42513,4.995885,-4.2191906,-1.1688268,-8.107096,4.8
1705,147,123,77,05_23_03:33:18,0,-350.37418,81.10338,28.409075,5.435038,8.96792,-1.4603903,8.568964,-4.170004,3.1565166,12.557045,-7.071587,3.3530703,-16.442173,4.9
1706,150,125,65.2,05_23_03:33:18,0,-337.4227,56.168808,31.033756,21.254082,20.71991,-14.3006735,6.6719875,-1.3509039,-7.513071,17.573452,-11.474251,-4.0218267,-10.37763,5
1707,153,128,31.8,05_23_03:33:18,0,-363.31668,77.475945,30.376812,24.29229,17.05606,-4.488389,5.366717,-4.52808,-2.06511,8.970049,-2.4560301,-2.4861722,-6.437323,5.1
1708,156,130,49.2,05_23_03:33:18,0,-348.22617,67.289276,20.793854,24.893341,14.368904,-14.138547,12.617914,1.6859884,-9.435484,4.992739,1.1087555,-10.33906,-9.184233,5.2
1709,159,133,48.2,05_23_03:33:18,0,-350.96527,69.07619,19.930124,16.994255,1.7010535,-11.400976,13.335131,14.169674,0.60748744,18.421947,1.6291368,2.7508972,-3.2291057,5.3
1710,162,135,82.9,05_23_03:33:18,0,-338.51825,63.809814,26.514816,24.592228,8.284639,-11.684521,11.353802,1.615369,-2.6206827,6.4331727,-0.76088387,-4.9058847,-12.7794285,5.4
1711,165,138,93.5,05_23_03:33:18,1,-327.451,57.602783,24.32232,3.6625466,15.953703,4.52586,15.215855,14.24925,1.719764,10.096085,2.7794542,9.831826,-12.343761,5.5
1712,168,140,48.4,05_23_03:33:18,1,-295.6373,42.58513,8.801838,26.300468,7.8356414,0.09243497,6.334959,1.5778825,-12.577681,2.6953855,-2.8079944,0.17183709,-12.035169,5.6
1713,171,143,110.8,05_23_03:33:18,1,-348.94412,75.70401,12.295565,24.96778,19.768684,-4.3200107,6.319492,4.2449503,-9.367462,-0.12696256,-2.1536858,8.622213,-0.05500453,5.7
1714,174,145,119.1,05_23_03:33:18,1,-327.40918,63.74351,-0.585403,28.651228,14.0265,5.2759123,14.488829,6.008156,-10.922358,-2.3976793,0.14988877,3.9654732,-12.303217,5.8
1715,177,148,95.8,05_23_03:33:18,1,-359.6837,82.85904,24.9284,23.823591,22.059305,-2.0290473,9.192917,-1.4900157,-3.3172693,3.1119156,-4.024912,0.056217194,-16.701,5.9
1716,4,3,29.4,05_23_03:33:51,0,-426.86414,77.16481,-6.558404,58.088318,11.829462,-25.340061,-11.926289,20.925545,-24.173079,-22.960644,4.479478,-7.9475145,-28.5923,0.1
1717,7,5,39.4,05_23_03:33:51,0,-440.84335,56.37135,10.775644,37.71871,15.107109,-8.772254,-13.081068,15.679594,-6.8489294,-10.128459,-13.011562,-1.0862317,-10.983363,0.2
1718,10,8,42,05_23_03:33:51,0,-446.51013,48.7797,-15.838954,31.446594,27.894566,-6.776539,-10.071011,22.262337,0.29394907,-17.48798,-16.09121,4.2103386,-11.533663,0.3
1719,13,10,9.5,05_23_03:33:51,0,-453.94727,82.91124,24.00758,10.834711,-4.1814017,-12.24611,-8.056103,12.016746,1.8999239,-1.9586301,-15.643476,-2.6252499,-22.133799,0.4
1720,16,13,42,05_23_03:33:51,0,-437.12503,80.87671,-2.367207,24.654535,20.815437,-10.846334,-26.181347,16.992882,-5.4030933,-19.063707,-17.86339,6.937394,-17.937954,0.5
1721,19,15,54.4,05_23_03:33:51,0,-436.81927,73.74981,12.346355,38.6034,0.5261428,-20.327394,-11.292543,17.778397,-19.658573,-10.317959,3.8766,-1.6740632,-18.421146,0.6
1722,22,18,41,05_23_03:33:51,0,-416.51248,60.556107,-0.062437907,49.671413,6.5619264,-13.204714,-21.07715,24.64175,3.35885,-26.523989,4.7033253,9.989193,-22.834164,0.7
1723,25,20,27.2,05_23_03:33:51,0,-454.6493,63.219265,9.288687,26.132141,25.774078,-0.0107114315,-14.786419,7.993456,-1.6603596,-10.602196,-6.828209,8.524315,-16.728498,0.8
1724,28,23,49.7,05_23_03:33:51,0,-424.03384,44.73761,18.960405,50.4029,23.881744,-1.8221275,-31.371801,24.380005,2.2515864,-19.297264,0.8274355,6.8009186,-19.01057,0.9
1725,31,25,31.8,05_23_03:33:51,0,-420.0347,53.39176,1.6467004,27.924759,10.697178,-2.5715942,-20.876259,19.419312,-1.5370313,-9.076841,-10.778119,8.342681,-1.6290319,1
1726,34,28,19.9,05_23_03:33:51,0,-387.8547,95.13457,0.98778117,27.276936,9.739191,-30.98683,-20.731033,24.940746,4.168902,-17.444763,-21.1888,2.047825,-16.354877,1.1
1727,36,30,41.2,05_23_03:33:51,0,-439.90396,85.57042,29.658873,27.771038,4.3688183,-8.514589,-12.836334,6.89545,-0.49719054,-3.1865149,-13.17626,2.8392663,-8.382322,1.2
1728,40,33,34.5,05_23_03:33:51,0,-448.05634,71.21534,18.193804,35.777252,13.232637,3.2774749,-12.235254,12.527751,3.5467157,-12.175728,1.0450615,7.4733315,-10.879887,1.3
1729,43,35,46.1,05_23_03:33:51,0,-475.3906,59.7555,26.266865,15.721959,5.369003,11.2540455,3.1683207,0.7210231,-6.1030674,-2.611938,-12.775957,2.2360902,1.8401506,1.4
1730,46,38,38.2,05_23_03:33:51,0,-468.47766,59.207603,31.785091,23.535778,9.064628,7.2662287,-2.3690667,-1.140233,-9.272604,-0.5559573,-7.1320624,-1.1853261,-4.079859,1.5
1731,49,40,38.2,05_23_03:33:51,0,-488.71677,57.269527,35.213547,22.555515,9.067,3.4608736,-1.9117906,-6.325786,-2.6354125,0.9293579,-5.557494,-3.357909,-6.249281,1.6
1732,52,43,42,05_23_03:33:51,0,-448.94672,38.651905,15.890062,46.25802,7.7743196,-3.43612,5.210278,-4.2166233,-0.96286356,-0.47394788,-13.909979,-5.6098037,-5.175687,1.7
1733,55,45,25.1,05_23_03:33:51,0,-462.24603,46.000553,20.990616,20.023438,10.636717,3.7893062,0.6659124,-10.393072,-6.2418146,11.831452,-3.6152139,-4.431916,-8.654264,1.8
1734,58,48,28.5,05_23_03:33:51,0,-456.68777,50.966896,18.127365,22.531044,11.023457,5.082144,5.3819957,-4.143631,2.3692975,12.594982,-15.924593,-5.944259,2.2672887,1.9
1735,61,50,28.8,05_23_03:33:51,0,-465.5212,60.26139,21.282234,20.817083,13.8653755,3.0812902,5.5052924,-2.1751943,3.8695664,3.396716,-10.319903,-4.3869057,0.40545845,2
1736,64,53,76.5,05_23_03:33:51,0,-464.5819,68.09471,27.543709,20.315277,12.614513,4.632411,8.787333,5.102092,3.835279,5.1909304,-7.7939253,-10.362658,-9.788691,2.1
1737,67,55,85.5,05_23_03:33:51,0,-467.4465,43.224373,24.806438,31.220963,-2.9823055,6.1158695,9.186987,4.3554096,2.884262,10.908101,-9.311583,-0.76316065,-4.372452,2.2
1738,70,58,47.7,05_23_03:33:51,0,-460.27054,47.45317,19.344486,20.145332,8.245391,7.7888045,6.1399307,0.521701,-2.0660372,9.579054,-12.010066,3.1417763,-6.4438167,2.3
1739,73,60,22.9,05_23_03:33:51,0,-471.37152,59.49784,25.939783,20.021683,8.825035,16.776234,9.83854,3.7911987,-3.4908419,7.710307,-7.7247934,-9.57592,-10.67462,2.4
1740,76,63,38.7,05_23_03:33:51,0,-470.08582,72.57889,37.06131,19.539326,-0.20230693,7.185606,6.4144106,-5.7536964,-5.312325,2.003337,-10.602487,-10.7320385,-11.183037,2.5
1741,79,65,33.2,05_23_03:33:51,0,-455.64917,71.28456,12.435096,22.838184,-0.6061215,0.38983202,14.833387,3.859714,-6.2109637,0.5497781,-10.789688,-7.1068125,-0.8138777,2.6
1742,81,68,34.5,05_23_03:33:51,0,-455.15683,68.809525,8.893705,21.526829,-3.1712506,-3.7588687,7.5598307,-1.6887909,3.3835661,2.8368049,-3.2387266,-1.1473138,0.8753959,2.7
1743,85,70,28.5,05_23_03:33:51,0,-470.4172,72.37455,23.828959,33.448624,1.8764353,-7.533058,2.162612,-1.6286464,-3.6880999,11.427095,-4.791662,-2.6506286,-3.753904,2.8
1744,88,73,33.4,05_23_03:33:51,0,-474.35303,81.809906,21.038303,36.06746,1.7289667,3.4841044,3.0736065,1.4138594,-8.332534,2.6939628,-6.75224,-10.921205,-13.028417,2.9
1745,90,75,28.8,05_23_03:33:51,0,-456.8555,65.851425,12.891121,31.889692,11.505281,7.9253893,8.173126,-1.2315264,-3.2685542,3.4687638,-3.1500778,-10.615507,-6.887683,3
1746,94,78,18,05_23_03:33:51,0,-461.3715,68.63693,30.34858,35.394615,5.0680285,2.2990174,6.787755,-1.5276502,-8.5335455,7.4831285,-2.2117195,-12.56238,-9.76156,3.1
1747,96,80,38.7,05_23_03:33:51,0,-471.05014,61.860725,31.786545,32.378418,6.8611503,8.388296,7.063795,-5.7807975,-6.9147253,9.784085,-6.3403463,-6.054966,-8.31422,3.2
1748,99,83,30,05_23_03:33:51,0,-450.78137,46.713806,45.56891,15.769327,13.292906,6.598056,12.106321,-6.471141,-3.6762447,4.425002,-1.3087447,-9.678027,-8.232822,3.3
1749,102,85,69.1,05_23_03:33:51,0,-447.83475,52.68865,28.02342,20.220634,6.6060295,2.957036,11.283542,-11.163673,-1.6905922,8.939951,-3.297503,-5.476259,-8.570878,3.4
1750,106,88,51.8,05_23_03:33:51,0,-457.9899,63.535152,26.853409,20.05334,3.703729,12.426056,8.560648,-13.079643,-4.9865,10.317272,1.9151516,-6.983467,-17.04168,3.5
1751,108,90,42.7,05_23_03:33:51,0,-465.40103,62.487026,29.141891,15.545539,2.5567765,14.771839,7.224927,-6.6370316,-6.7704306,10.6051855,-2.9953306,2.0329695,-12.077723,3.6
1752,111,93,45.9,05_23_03:33:51,0,-455.05704,44.57463,33.617374,25.299526,8.657513,17.280525,12.991281,-13.70406,-2.3019629,5.6751666,4.449171,-4.62705,-8.765057,3.7
1753,115,95,19.5,05_23_03:33:51,0,-446.7473,49.076797,25.339424,20.50517,-0.1616122,15.254431,3.5782976,1.6988226,-2.6132903,7.6553397,-8.166361,-0.8472125,-1.2169276,3.8
1754,118,98,13.4,05_23_03:33:51,0,-440.5718,49.31358,12.474138,16.625254,1.1844066,20.932388,15.51483,-7.4911885,-8.528025,12.447259,-4.4608746,-1.1350386,3.7264392,3.9
1755,120,100,49.7,05_23_03:33:51,0,-451.16968,47.95488,17.799824,21.412325,7.2992363,19.964334,8.684461,-15.28989,-8.919643,17.269886,-4.3644166,4.5881643,-0.14922592,4
1756,123,103,46.9,05_23_03:33:51,0,-457.5289,57.564964,25.376213,29.460396,7.524563,10.266834,0.097108975,-5.8807354,-5.8391933,7.751199,-6.2945952,-1.2013165,-4.5923767,4.1
1757,126,105,19.9,05_23_03:33:51,0,-437.32404,57.318153,15.988517,29.833652,3.142496,4.5270576,3.7309234,-8.014906,-10.615208,10.891863,5.193757,9.022069,3.6842158,4.2
1758,129,108,38.5,05_23_03:33:51,0,-425.0337,64.233,-1.6005869,13.789757,12.80187,1.6751468,-3.3663201,4.046281,0.13652438,9.890587,-3.43082,4.518398,-8.1340275,4.3
1759,132,110,38.2,05_23_03:33:51,0,-452.76364,68.33826,18.394426,21.931957,9.585354,15.697292,3.1082487,-3.603477,-9.555451,11.4505,-1.7185636,-2.801609,-11.636613,4.4
1760,135,113,94.1,05_23_03:33:51,0,-469.65695,49.30834,40.489952,21.208515,10.922209,8.779734,2.4236896,-6.1758013,-5.8373823,9.443293,-7.9936676,-6.3842487,-19.109772,4.5
1761,139,115,51.3,05_23_03:33:51,0,-467.53955,63.730206,29.25748,22.91803,11.820013,6.736345,-0.7731843,-13.90402,0.8811797,10.465157,5.570784,2.966208,-5.4787726,4.6
1762,142,118,48.6,05_23_03:33:51,0,-466.7943,66.1956,26.713154,21.730843,1.718246,12.395281,2.8567138,-5.1551347,-2.39159,1.2261859,-5.1723948,-6.919069,-17.494139,4.7
1763,145,120,25.8,05_23_03:33:51,0,-488.5709,67.74219,22.603743,23.496904,6.055279,7.7870708,7.5474606,-0.694234,5.0027266,9.58633,-3.9995003,-5.682536,-11.127705,4.8
1764,148,123,44.5,05_23_03:33:51,0,-477.09042,61.6548,29.157522,29.466618,11.511797,12.087233,1.6808794,-11.395863,0.2817191,5.4186215,-4.6407213,-11.488077,-9.835512,4.9
1765,150,125,57.8,05_23_03:33:51,0,-442.92474,68.091156,6.2790413,17.509323,14.656111,3.408895,1.5972631,-2.7018845,-1.9444165,5.4662137,-6.878292,-2.4962869,-3.171079,5
1766,154,128,92.9,05_23_03:33:51,0,-463.53775,61.80387,2.855943,11.042938,16.586992,4.967852,5.7558594,1.0130441,2.1996315,4.129936,-4.478253,-0.76517665,-3.9007733,5.1
1767,156,130,45.9,05_23_03:33:51,0,-471.46854,66.99777,21.172226,19.529392,14.312716,-1.0365222,-1.8621955,-4.666936,7.753355,5.652432,-13.067829,-5.660329,-5.796221,5.2
1768,160,133,46.9,05_23_03:33:51,0,-475.01477,72.97514,26.125668,26.239616,13.818663,3.8137634,5.4912195,-3.0339432,0.55014634,0.7152143,-4.42237,-3.7085214,-7.693667,5.3
1769,162,135,57.6,05_23_03:33:51,0,-480.40964,58.328568,39.006924,23.03873,19.356451,2.7615743,17.54267,-6.6019535,-0.5649991,0.61442167,-2.5354927,-9.48083,-5.416329,5.4
1770,166,138,74.3,05_23_03:33:51,1,-484.8572,72.59488,37.76664,21.953249,18.169645,-4.5637317,8.990113,-6.1413727,-0.77950627,2.212455,-0.012017727,-0.52040535,-2.9782257,5.5
1771,168,140,32.3,05_23_03:33:51,1,-447.04465,66.072235,11.112804,18.965923,8.225819,-3.3662395,9.479395,-1.1473792,1.0642645,-5.5074368,-1.951631,-0.5572269,-4.671733,5.6
1772,171,143,15.9,05_23_03:33:51,1,-440.36917,64.48926,14.79299,38.814964,8.888234,-0.80194926,1.5275642,-10.57757,-6.9896855,-0.18498513,-0.68092954,4.931595,-8.251787,5.7
1773,174,145,46.7,05_23_03:33:51,1,-460.23865,49.353806,16.93082,37.771416,12.089399,0.70614314,22.619299,-6.3432093,-8.861871,2.0014513,-2.8358965,0.10005158,-13.624327,5.8
1774,177,148,43.3,05_23_03:33:51,1,-451.93927,57.476868,12.438757,26.44811,18.818111,7.0327635,11.254015,-7.0078106,-15.04637,-6.855235,1.1735415,2.9743295,-8.207401,5.9
1775,3,3,31.2,05_23_03:34:18,0,-406.01196,59.816154,39.403328,14.016665,-8.2602005,-2.222449,3.6002984,-4.342672,-14.363842,-5.624405,-7.252621,8.946107,-0.58658165,0.1
1776,6,6,15.9,05_23_03:34:18,0,-422.6808,54.601067,30.559782,17.416054,-0.040379524,6.9550743,-5.2874527,-4.5401917,-12.972647,-4.729293,-14.572699,5.734436,-6.8785925,0.2
1777,9,8,51.8,05_23_03:34:18,0,-423.50854,58.141632,42.503403,23.295593,-1.9702013,3.17904,1.135807,-6.4229174,-14.823786,-2.8987153,-15.33514,6.749883,-4.421479,0.3
1778,12,11,42,05_23_03:34:18,0,-413.54828,66.02446,29.029587,20.604103,3.7901635,11.033345,-8.252076,-9.056378,-18.572258,-10.944672,-22.255808,-1.3763331,-8.32571,0.4
1779,15,13,34.5,05_23_03:34:18,0,-424.1755,77.447754,16.14772,29.029509,1.7142341,1.4193211,-0.79122055,-4.384704,-11.69062,-8.116089,-15.340797,-2.4631577,-2.5977256,0.5
1780,18,16,32.1,05_23_03:34:18,0,-440.07434,113.01878,14.1668625,29.36374,-0.27843726,3.1145341,4.201391,-2.7415428,-7.492998,-2.3827915,-9.991497,-3.2556028,-13.475069,0.6
1781,21,18,22.9,05_23_03:34:18,0,-457.1643,117.829575,7.3216977,17.291681,3.2675414,-1.902766,-3.018723,-0.19899929,1.6828835,2.2482185,4.773179,6.6725454,-8.541803,0.7
1782,24,21,30,05_23_03:34:18,0,-456.32443,115.35392,-0.18274105,8.743825,6.5155993,0.13796064,0.7021146,3.0838945,-0.36264443,-0.18229139,-0.56356597,4.651167,-3.1882002,0.8
1783,27,23,34.5,05_23_03:34:18,0,-474.4337,107.51816,3.3768702,12.701218,0.9669865,-8.560411,-3.009519,6.9238377,0.6928171,1.768231,2.5247426,7.515918,-1.9687166,0.9
1784,30,26,28.8,05_23_03:34:18,0,-472.12393,108.84079,2.4567645,15.4375,6.53576,3.5217326,3.4170675,9.330812,1.2481298,0.90088534,-1.495837,2.9305146,-5.152811,1
1785,33,28,9.5,05_23_03:34:18,0,-474.29333,102.026,-3.0309684,14.545156,10.62571,0.20693058,0.5291632,14.125806,-0.85817945,2.0779943,1.1110076,4.80721,3.80724,1.1
1786,36,31,25.5,05_23_03:34:18,0,-473.63474,106.14102,4.0373917,17.057293,10.644646,3.2654214,-0.5779704,9.434698,-2.614155,-2.1270194,0.73069346,7.824724,0.7100378,1.2
1787,39,33,41.2,05_23_03:34:18,0,-470.5754,103.394966,4.354206,13.211672,8.617489,2.6989958,0.11684561,12.975695,-0.28315008,-0.29331255,-3.691471,-0.31389487,-2.0053496,1.3
1788,42,36,34.2,05_23_03:34:18,0,-469.89688,109.72073,5.325506,15.400621,9.214613,4.5360537,1.2003947,7.9147587,-3.3970041,2.6812577,1.7309675,0.20929968,-3.9623985,1.4
1789,45,38,24.4,05_23_03:34:18,0,-475.54428,101.14354,6.686655,13.979217,7.521471,8.016769,6.0506983,10.718222,1.7054439,-1.9708942,-3.0022316,0.54964346,-2.2394147,1.5
1790,48,41,13.4,05_23_03:34:18,0,-470.97766,109.271996,10.403439,16.881927,7.296385,7.8394833,2.623571,7.4718375,-2.8099272,-1.1035452,-4.9034076,-4.129898,0.71818066,1.6
1791,51,43,12,05_23_03:34:18,0,-473.2715,106.653,8.546991,17.961796,11.289051,5.3222957,1.3008692,13.115093,1.4935682,0.99359274,0.55727994,-0.5002574,-3.5150976,1.7
1792,54,46,30.3,05_23_03:34:18,0,-474.37845,100.29596,2.4343028,17.720509,13.285277,5.095789,-0.8320303,12.490736,0.14319894,0.650014,-3.2521627,-3.9817414,-1.6333637,1.8
1793,57,48,67,05_23_03:34:18,0,-471.02866,103.64805,3.7901707,18.30584,14.06542,8.002192,-1.5652155,11.22146,1.9716916,1.2568619,-2.7232904,2.9375303,2.500372,1.9
1794,60,51,25.5,05_23_03:34:18,0,-470.6802,102.41545,7.1540604,21.748186,14.191977,5.4780626,-1.9522858,6.7887573,-1.6185365,0.87404495,0.0244333,-2.8373442,-5.5589333,2
1795,63,53,22.1,05_23_03:34:18,0,-471.6809,106.16505,6.5746746,14.0752535,10.790872,5.4386864,0.3624179,7.8997755,-1.6080693,5.447805,3.5771194,-0.93272716,-1.2847683,2.1
1796,66,56,46.7,05_23_03:34:18,0,-469.54306,103.57163,1.043714,17.358952,12.200071,2.208411,0.5316467,10.386674,-0.9124114,5.007099,2.5514524,1.2091393,-0.223416,2.2
