,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
46,46,142,52.9,119,0,10_11_20:20:05,4.8,-369.64767,118.54187,2.6278915,13.369716,4.421725,-1.2920961,6.2665668,4.5543203,-5.3308635,0.9901161,-0.91268575,4.993581,-2.6940675,9.373561,-2.967451,-0.2539369
47,47,145,61.8,122,0,10_11_20:20:05,4.9,-369.15967,121.99908,4.4492807,14.312078,6.7164397,1.9353962,5.817029,7.8358994,0.3626316,0.012959242,-1.6146901,2.9788268,-6.337949,2.0707846,-3.8117995,6.1468654
48,48,148,31.8,124,0,10_11_20:20:05,5.0,-367.02295,124.89053,3.7645955,7.9496403,6.689855,7.2525463,5.176796,7.977789,-1.9955432,2.7447038,-0.3359916,4.437802,-2.0941226,4.706793,-7.295662,5.462302
49,49,151,32.1,127,0,10_11_20:20:05,5.1,-372.90775,119.94498,5.591228,13.660091,9.902949,3.4742904,-2.379805,2.2721279,-5.4197645,0.9444245,0.8935665,5.296754,3.1492865,9.571538,-2.0491533,5.0902276
50,50,154,30.0,129,0,10_11_20:20:05,5.2,-370.91168,115.24292,1.6360338,16.763474,4.913105,0.09250796,-0.086973526,5.7196264,1.1174395,3.1682415,-3.4207025,0.0756196,-5.7317796,5.295134,-2.5277405,5.4410295
51,51,157,51.3,132,0,10_11_20:20:05,5.3,-367.3146,120.22267,-0.98236847,10.777401,8.939997,-0.25048587,4.945709,4.678831,-12.128825,-5.8712425,-4.6161456,-1.6429853,-5.103236,-0.06848729,-6.412011,5.239508
52,52,160,49.2,134,0,10_11_20:20:05,5.4,-369.7541,115.83765,3.7748783,21.063377,13.868769,2.874877,-1.7259268,2.7032452,-0.4721708,2.0531504,-5.016122,-0.08006394,-6.5004005,2.9323575,-4.2041483,3.8089948
53,53,163,17.5,137,0,10_11_20:20:05,5.5,-365.8081,119.12782,-2.707581,13.626496,8.788691,1.220419,4.807299,2.627636,-3.9292626,3.5039592,-0.43379736,6.0812473,-1.6630269,7.3744845,-2.6710136,5.094056
54,54,166,163.5,139,1,10_11_20:20:05,5.6,-295.46692,60.56331,-0.4703884,27.265444,-13.53979,13.958052,6.8393116,-4.9308395,2.752781,6.306559,-5.2785606,6.595756,-4.8428288,3.220108,-9.182367,2.1000931
55,55,169,186.6,142,1,10_11_20:20:05,5.7,-345.65503,101.69858,-2.4623451,23.275215,2.1713293,2.871752,2.9605474,4.5038967,-4.655571,-1.903435,-2.3362257,6.664566,-7.5474973,4.066412,-3.7637973,2.5593555
56,56,172,182.5,144,1,10_11_20:20:05,5.8,-344.30078,112.14431,0.6408717,16.418129,-3.0817676,5.4437437,9.060358,8.765179,-5.673583,0.6632585,-2.4818563,10.170929,-0.8190898,3.8204985,-16.303457,-4.3896685
57,57,175,188.3,147,1,10_11_20:20:05,5.9,-332.65536,122.84604,-1.8638098,11.359313,3.6887221,5.595882,-0.15548387,8.829594,-2.2174726,2.5171003,0.39179057,4.2337966,-5.4021263,0.81602275,-5.3690004,2.1663897
58,58,178,131.5,149,1,10_11_20:20:05,6.0,-230.55261,110.963264,-21.115381,6.782954,7.1296844,7.9244647,7.7718587,15.116394,0.35826463,-0.03318453,-10.462376,0.23227447,-5.852106,5.952397,3.6436832,12.278023
59,59,4,39.4,3,0,10_11_20:20:38,0.1,-338.1324,115.33272,-2.961534,14.993984,13.397348,7.399856,8.502562,9.135127,-9.146694,-0.70970935,-2.6421564,-1.6174414,-8.103407,5.7292295,3.3078637,5.6890583
60,60,7,28.5,5,0,10_11_20:20:38,0.2,-338.5569,116.20772,-0.07591358,17.258492,13.399296,0.058873877,1.1703447,5.752202,-6.509959,1.9054859,-4.0857344,0.07654458,-8.181232,3.384906,-7.4198995,3.0978677
61,61,9,24.8,7,0,10_11_20:20:38,0.3,-337.18488,120.04851,2.2995534,20.392899,14.758144,1.3166237,0.8292606,3.9229095,-7.8152037,0.18946445,-0.974133,-1.149727,-7.4778967,2.9375296,-5.276978,6.073021
62,62,13,36.5,9,0,10_11_20:20:38,0.4,-337.0162,119.063446,2.387001,16.874458,14.110541,7.015289,3.211595,4.741604,-6.778409,-2.1451974,0.37842458,7.6133904,-2.0439787,4.8816066,-6.3968205,4.738785
63,63,16,18.0,11,0,10_11_20:20:38,0.5,-330.71066,119.76544,0.65776724,9.0111065,3.800013,3.053883,3.4860084,3.3292377,-4.775771,-1.6576765,-3.4377341,-2.3083584,-7.604018,2.641622,-1.9652458,4.733523
