,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
73,73,46,6.0,38,0,05_22_14:49:17,1.5,-349.8985,83.45393,-1.6677486,5.711519,25.94373,-6.1365423,-1.6127917,10.056339,-2.1322556,4.226579,1.224961,4.3175454,-10.352021,-4.789405,-3.1611326,4.7889276
74,74,49,33.4,40,0,05_22_14:49:17,1.6,-357.31284,77.522995,-18.83609,23.084887,25.61364,0.09658015,1.9075303,15.31488,-3.518601,-5.6227446,-1.3632165,0.1132499,-10.023015,-5.6430883,0.8014436,1.3383038
75,75,52,66.9,43,0,05_22_14:49:17,1.7,-386.60883,86.24205,-27.340752,35.19638,20.646742,-4.2617173,0.07397127,13.633063,-5.4245358,-3.6164255,4.288696,4.899358,-13.872931,-1.36433,1.4444077,-0.6654384
76,76,55,45.9,45,0,05_22_14:49:17,1.8,-378.62888,86.19957,-36.269295,44.619392,19.967583,-8.005596,5.5506783,20.206417,-10.393972,-2.6093726,9.09767,2.1452804,-14.892008,1.7892692,2.5118883,-4.6024375
77,77,58,107.3,48,0,05_22_14:49:17,1.9,-383.0027,90.4926,-29.806717,38.866344,17.134712,0.13164985,8.075102,17.431112,-9.621641,-2.361691,9.408765,5.4539375,-11.304834,2.9588943,2.638665,-0.6527282
78,78,61,80.9,50,0,05_22_14:49:17,2.0,-377.9465,91.86463,-38.275543,34.87281,24.438175,1.287171,1.6912204,11.909037,-6.933284,5.7031407,16.763655,3.7399137,-15.8330765,4.5001993,-4.5295577,-10.845284
79,79,64,64.1,53,0,05_22_14:49:17,2.1,-368.0422,93.61983,-43.986893,37.01087,18.191788,-0.38489175,2.9116075,16.295021,-11.691645,-1.1522436,9.161747,-1.2978768,-16.396763,7.463495,1.8098762,-3.0168743
80,80,67,43.9,55,0,05_22_14:49:17,2.2,-375.2351,92.787735,-37.35038,31.854355,18.759197,5.79465,1.6993153,12.394424,-1.3867462,4.5279746,6.1273146,1.1465365,-7.1538486,10.083507,1.0286189,2.9431734
81,81,70,77.4,58,0,05_22_14:49:17,2.3,-358.10928,84.48697,-27.18475,27.42219,25.268812,-2.3628094,6.744076,16.410517,-5.977623,8.688221,7.720806,-0.12438774,-14.533598,7.1002216,-1.6986973,-4.4774485
82,82,73,73.2,60,0,05_22_14:49:17,2.4,-373.11346,90.395584,-36.30451,36.228043,19.043072,-0.9655008,0.102550626,11.827765,-2.8865356,9.088057,7.6500773,-6.1191044,-10.420727,12.442669,-2.310403,-4.6348486
83,83,76,77.0,63,0,05_22_14:49:17,2.5,-369.36282,82.834625,-48.907272,29.488379,15.56063,2.5365887,3.6792035,12.790205,-8.826715,7.500164,9.303836,-2.604415,-4.7481475,10.140997,-1.1870811,-0.5677295
84,84,79,68.6,65,0,05_22_14:49:17,2.6,-368.69623,85.723175,-37.80563,37.32712,22.734882,10.702976,0.5451214,6.4573774,-3.415859,9.472906,1.648134,-6.138959,-8.637219,10.9678335,0.5849728,5.582491
85,85,82,17.5,68,0,05_22_14:49:17,2.7,-364.14014,89.78096,-26.50278,31.8347,16.032713,2.6251903,-4.6411943,12.162314,-2.8738186,5.908016,1.1290265,-8.075379,-5.5587645,9.844992,-10.461327,-0.54993427
86,86,85,81.1,70,0,05_22_14:49:17,2.8,-364.67215,90.780014,-36.61743,36.97155,21.503036,6.3112116,1.7271452,8.256845,0.49691212,4.3633575,-5.7371454,-5.3036156,2.2644885,11.108179,-0.5778084,-0.08520517
87,87,88,15.9,73,0,05_22_14:49:17,2.9,-363.66177,90.449486,-35.57757,39.81315,16.541676,8.721921,1.966316,6.6422386,7.466603,10.549881,-12.327391,-4.295541,2.4494994,6.0094,-8.505581,-0.9633055
88,88,91,63.7,75,0,05_22_14:49:17,3.0,-353.96213,86.93724,-32.485825,40.71772,21.541897,5.3416367,2.0054972,13.792513,3.4385104,4.3206997,-18.510746,-5.970173,6.71375,7.085477,-8.0297785,-1.1731676
89,89,94,12.7,78,0,05_22_14:49:17,3.1,-355.04715,84.75243,-31.699675,36.98002,14.330187,4.1817074,2.5807872,9.412604,6.7407923,8.574528,-10.247574,1.1421335,7.588436,5.776807,-8.284864,0.09462121
90,90,97,126.9,80,0,05_22_14:49:17,3.2,-356.53613,80.105286,-29.408834,45.395462,14.440964,2.178237,4.770404,12.961031,11.394308,7.389644,-9.210884,6.148692,1.4645793,-0.91251624,-13.14326,-0.7047604
91,91,100,140.7,83,0,05_22_14:49:17,3.3,-372.11597,99.09717,-14.235506,32.72354,7.624448,-1.5251484,5.3042536,15.718412,6.338437,1.2328521,-0.9151181,3.3412619,0.23016214,4.8311577,0.5810697,3.5160594
92,92,103,76.6,85,0,05_22_14:49:17,3.4,-331.8241,106.54239,-22.90416,42.925533,14.533815,-1.8920726,-0.5114543,10.037287,6.642393,10.419908,-13.050065,-0.74209213,-5.345487,1.7600654,-1.0415182,0.22826242
93,93,106,18.0,88,0,05_22_14:49:17,3.5,-331.1735,106.10231,-30.00504,34.145584,18.360798,1.1089382,-3.9653676,17.664963,9.5803,0.07419911,-14.808396,3.5403998,0.570784,3.6589117,-7.328331,4.8484144
94,94,109,89.2,90,0,05_22_14:49:17,3.6,-328.30862,107.37401,-19.027302,36.59105,20.493004,3.4742498,6.4484425,12.101984,-5.9958887,5.779002,-1.0018085,2.5686483,-10.532637,7.053682,-2.0339742,-4.937416
95,95,112,43.7,93,0,05_22_14:49:17,3.7,-331.92743,99.77341,-24.371548,39.733997,25.395658,2.4524841,7.8637266,18.548403,-6.24538,12.998602,1.8155336,-3.4057512,-16.35911,16.5069,0.7534957,-8.825593
96,96,115,148.7,95,0,05_22_14:49:17,3.8,-340.65936,92.08633,-34.859417,44.312145,22.984146,1.6618891,7.867099,17.309929,2.6620526,6.667093,-11.915585,-5.226904,-0.8245803,7.876834,-2.0596175,6.4875917
97,97,118,91.2,98,0,05_22_14:49:17,3.9,-312.0867,114.50908,-15.027273,33.431343,12.991825,-4.1997013,0.19574592,12.803168,2.243787,8.551173,-14.946014,0.44882601,1.2923721,-3.5917783,-4.0690017,3.0297642
98,98,121,126.8,100,0,05_22_14:49:17,4.0,-357.13623,107.03421,-10.412556,42.126274,16.31065,0.18357533,2.6030874,8.906423,8.44347,12.93259,-10.094611,5.4757476,1.9429085,6.6531315,-0.6485441,5.027112
99,99,124,155.8,103,0,05_22_14:49:17,4.1,-357.3082,98.29849,-21.314955,36.74199,15.209536,5.2247257,3.7167943,2.3577437,10.041364,8.82918,-17.505121,7.2350245,5.149183,1.6668593,4.0883036,4.314137
100,100,127,98.8,105,0,05_22_14:49:17,4.2,-372.34894,94.497284,-15.397196,36.57363,10.484796,10.431301,9.745406,3.2639093,10.085465,15.226449,-9.274678,5.999052,4.2822194,-0.67739177,-8.147905,1.5701264
